,Player,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Blank,SOS
2,DeAndre Liggins,2010-11,Kentucky,SEC,38,28,31.6,2.9,6.9,0.424,2.0,4.5,0.442,0.9,2.4,0.391,1.8,2.8,0.648,0.6,3.4,4.0,2.5,1.2,0.7,1.4,2.5,8.6,,8.91
0,E'Twaun Moore,2007-08,Purdue,Big Ten,34,31,30.6,4.7,10.6,0.443,2.7,6.1,0.449,1.9,4.5,0.434,1.6,2.2,0.716,0.9,3.0,3.9,2.6,0.9,0.4,1.7,2.5,12.9,,5.9
1,E'Twaun Moore,2008-09,Purdue,Big Ten,37,36,33.0,5.1,12.0,0.422,3.6,7.5,0.473,1.5,4.5,0.337,2.2,2.8,0.762,1.1,3.5,4.6,3.0,1.1,0.4,2.6,2.5,13.8,,7.17
2,E'Twaun Moore,2009-10,Purdue,Big Ten,35,35,31.5,6.1,13.6,0.445,4.6,9.4,0.488,1.5,4.2,0.349,2.9,3.9,0.73,0.9,2.9,3.8,2.7,1.5,0.3,2.1,2.3,16.4,,8.81
3,E'Twaun Moore,2010-11,Purdue,Big Ten,34,33,33.9,6.5,14.5,0.447,4.4,9.4,0.473,2.1,5.1,0.4,2.9,4.1,0.7090000000000001,1.5,3.6,5.1,3.2,1.2,0.5,1.8,2.1,18.0,,8.69
0,Isaiah Thomas,2008-09,Washington,Pac-10,35,34,28.4,5.1,12.3,0.418,4.0,8.5,0.475,1.1,3.8,0.29100000000000004,4.1,5.9,0.6859999999999999,0.7,2.3,3.0,2.6,1.1,0.1,2.6,1.9,15.5,,8.19
1,Isaiah Thomas,2009-10,Washington,Pac-10,35,35,31.1,5.3,12.8,0.415,3.5,7.1,0.486,1.9,5.7,0.327,4.5,6.1,0.732,0.6,3.3,3.9,3.2,1.1,0.1,2.4,1.9,16.9,,7.49
2,Isaiah Thomas,2010-11,Washington,Pac-10,35,35,31.9,5.4,12.1,0.445,3.7,7.1,0.512,1.7,4.9,0.349,4.3,6.0,0.7190000000000001,0.7,2.8,3.5,6.1,1.3,0.1,3.0,2.1,16.8,,7.74
0,Brandon Knight,2010-11,Kentucky,SEC,38,38,35.9,5.7,13.5,0.423,3.4,7.4,0.461,2.3,6.1,0.377,3.6,4.5,0.795,0.7,3.4,4.0,4.2,0.7,0.2,3.2,2.2,17.3,,8.91
0,Kemba Walker,2008-09,UConn,Big East,36,2,25.2,3.1,6.5,0.47,2.7,5.2,0.522,0.4,1.3,0.271,2.4,3.4,0.715,0.9,2.6,3.5,2.9,1.1,0.2,1.8,1.6,8.9,,8.57
1,Kemba Walker,2009-10,UConn,Big East,34,34,35.2,4.5,11.1,0.40299999999999997,3.4,7.8,0.43,1.1,3.3,0.33899999999999997,4.6,5.9,0.767,0.9,3.3,4.3,5.1,2.1,0.4,2.9,1.7,14.6,,9.15
2,Kemba Walker,2010-11,UConn,Big East,41,41,37.6,7.7,18.0,0.428,5.9,12.5,0.47100000000000003,1.8,5.5,0.33,6.3,7.7,0.8190000000000001,1.3,4.1,5.4,4.5,1.9,0.2,2.3,1.4,23.5,,10.44
0,Anthony Davis,2011-12,Kentucky,SEC,40,40,32.0,5.3,8.4,0.623,5.2,7.9,0.653,0.1,0.5,0.15,3.6,5.1,0.7090000000000001,3.0,7.4,10.4,1.3,1.4,4.7,1.0,2.0,14.2,,7.93
0,Austin Rivers,2011-12,Duke,ACC,34,33,33.2,5.1,11.8,0.433,3.4,7.1,0.47700000000000004,1.7,4.7,0.365,3.6,5.4,0.6579999999999999,0.6,2.8,3.4,2.1,1.0,0.0,2.3,2.2,15.5,,8.4
0,Meyers Leonard,2010-11,Illinois,Big Ten,33,1,8.2,0.8,1.8,0.483,0.8,1.7,0.491,0.0,0.0,0.0,0.4,0.5,0.706,0.3,0.9,1.2,0.2,0.2,0.4,0.8,1.5,2.1,,11.11
1,Meyers Leonard,2011-12,Illinois,Big Ten,32,29,31.8,5.3,9.1,0.584,5.3,8.8,0.604,0.0,0.3,0.091,2.9,4.0,0.732,2.3,5.9,8.2,1.3,0.5,1.9,2.1,2.9,13.6,,7.99
0,Jeremy Lamb,2010-11,UConn,Big East,41,40,27.8,4.4,9.1,0.48700000000000004,3.3,6.1,0.546,1.1,3.0,0.368,1.1,1.4,0.797,1.2,3.2,4.5,1.6,0.9,0.6,1.3,1.6,11.1,,10.44
1,Jeremy Lamb,2011-12,UConn,Big East,34,34,37.2,6.4,13.4,0.478,4.3,7.1,0.601,2.1,6.2,0.336,2.9,3.6,0.81,0.9,3.9,4.9,1.7,1.2,0.6,2.0,1.7,17.7,,8.07
0,Kendall Marshall,2010-11,UNC,ACC,37,20,24.6,2.1,4.9,0.42,1.5,3.5,0.434,0.5,1.4,0.385,1.6,2.3,0.69,0.2,1.9,2.1,6.2,1.1,0.1,2.5,1.4,6.2,,10.15
1,Kendall Marshall,2011-12,UNC,ACC,36,35,33.0,2.9,6.3,0.467,2.1,4.1,0.527,0.8,2.2,0.354,1.5,2.2,0.696,0.2,2.4,2.6,9.8,1.2,0.2,2.8,1.6,8.1,,7.07
0,John Henson,2009-10,UNC,ACC,37,12,15.8,2.4,4.9,0.486,2.3,4.4,0.515,0.1,0.5,0.222,0.9,2.0,0.43799999999999994,1.6,2.8,4.4,0.9,0.7,1.6,1.2,1.1,5.7,,9.83
1,John Henson,2010-11,UNC,ACC,37,36,26.7,4.9,9.8,0.5,4.9,9.7,0.506,0.0,0.2,0.16699999999999998,1.8,3.8,0.48200000000000004,3.2,6.9,10.1,0.8,0.6,3.2,2.1,1.8,11.7,,10.15
2,John Henson,2011-12,UNC,ACC,35,34,29.1,5.9,11.7,0.5,5.9,11.7,0.5,0.0,0.0,,2.0,3.9,0.511,2.5,7.4,9.9,1.3,0.6,2.9,1.3,1.6,13.7,,7.07
0,Moe Harkless,2011-12,St. John's (NY),Big East,32,32,36.1,6.0,13.3,0.452,5.5,10.9,0.506,0.5,2.5,0.215,2.9,4.3,0.6759999999999999,2.8,5.9,8.6,1.5,1.6,1.4,2.5,2.3,15.5,,6.98
0,Royce White,2011-12,Iowa State,Big 12,34,33,31.5,5.1,9.6,0.534,5.0,9.3,0.541,0.1,0.4,0.33299999999999996,3.0,6.0,0.498,2.5,6.8,9.3,5.0,1.2,0.9,3.8,2.6,13.4,,7.32
0,Tyler Zeller,2008-09,UNC,ACC,15,2,7.8,1.1,2.4,0.472,1.1,2.4,0.472,0.0,0.0,,0.9,1.1,0.765,0.7,1.3,2.0,0.2,0.2,0.2,0.5,1.3,3.1,,8.35
1,Tyler Zeller,2009-10,UNC,ACC,27,0,17.3,3.7,7.1,0.521,3.7,7.0,0.526,0.0,0.1,0.0,1.9,2.7,0.722,1.9,2.7,4.6,0.3,0.5,0.9,1.3,1.8,9.3,,9.83
2,Tyler Zeller,2010-11,UNC,ACC,37,35,28.1,5.7,10.4,0.5489999999999999,5.7,10.4,0.5489999999999999,0.0,0.0,,4.4,5.7,0.759,2.9,4.4,7.2,0.6,0.7,1.2,1.4,2.7,15.8,,10.15
3,Tyler Zeller,2011-12,UNC,ACC,38,38,28.2,5.8,10.5,0.5529999999999999,5.8,10.5,0.5529999999999999,0.0,0.0,,4.8,5.9,0.8079999999999999,3.8,5.8,9.6,0.9,0.9,1.5,1.9,2.7,16.3,,7.07
0,Terrence Jones,2010-11,Kentucky,SEC,38,35,31.5,5.4,12.3,0.442,4.7,10.2,0.465,0.7,2.1,0.32899999999999996,4.1,6.4,0.6459999999999999,2.4,6.4,8.8,1.6,1.1,1.9,2.0,2.4,15.7,,8.91
1,Terrence Jones,2011-12,Kentucky,SEC,38,34,29.3,4.7,9.3,0.5,4.2,8.0,0.528,0.4,1.3,0.327,2.6,4.2,0.627,2.5,4.6,7.2,1.3,1.3,1.8,1.6,2.4,12.3,,7.93
0,Andrew Nicholson,2008-09,St. Bonaventure,A-10,30,25,25.1,5.1,8.5,0.602,5.1,8.5,0.604,0.0,0.0,0.0,2.3,3.7,0.613,2.1,3.9,6.0,0.2,0.6,2.7,2.1,3.3,12.5,,-1.12
1,Andrew Nicholson,2009-10,St. Bonaventure,A-10,30,30,30.2,6.6,11.7,0.564,6.6,11.7,0.564,0.0,0.0,,3.2,4.2,0.76,2.4,4.7,7.1,0.5,0.2,1.8,1.8,3.0,16.4,,1.96
2,Andrew Nicholson,2010-11,St. Bonaventure,A-10,31,31,33.8,7.6,13.4,0.5710000000000001,7.5,12.6,0.589,0.2,0.7,0.261,5.3,7.5,0.711,1.7,5.6,7.3,1.0,0.5,1.5,3.2,3.0,20.8,,1.73
3,Andrew Nicholson,2011-12,St. Bonaventure,A-10,32,32,30.1,6.9,12.0,0.5710000000000001,6.2,10.4,0.593,0.7,1.7,0.434,4.0,5.2,0.7759999999999999,2.6,5.8,8.4,1.0,0.7,2.0,2.5,2.8,18.5,,2.84
0,Michael Kidd-Gilchrist,2011-12,Kentucky,SEC,40,39,31.1,4.0,8.2,0.491,3.7,6.9,0.535,0.3,1.3,0.255,3.6,4.8,0.745,2.6,4.9,7.4,1.9,1.0,0.9,2.2,2.4,11.9,,7.93
0,Jared Sullinger,2010-11,Ohio State,Big Ten,37,36,31.7,6.0,11.1,0.541,5.9,10.8,0.55,0.1,0.3,0.25,5.1,7.2,0.7040000000000001,3.5,6.6,10.2,1.2,1.0,0.5,1.6,2.4,17.2,,8.38
1,Jared Sullinger,2011-12,Ohio State,Big Ten,37,36,30.4,6.2,11.9,0.519,5.7,10.8,0.531,0.4,1.1,0.4,4.7,6.2,0.768,3.1,6.1,9.2,1.2,1.2,1.1,1.9,2.9,17.5,,9.07
0,Fab Melo,2010-11,Syracuse,Big East,33,24,9.9,1.0,1.7,0.607,1.0,1.7,0.607,0.0,0.0,,0.3,0.8,0.36,0.7,1.3,1.9,0.2,0.3,0.8,0.8,1.8,2.3,,8.79
1,Fab Melo,2011-12,Syracuse,Big East,30,30,25.4,3.3,5.8,0.5660000000000001,3.3,5.8,0.5660000000000001,0.0,0.0,,1.3,2.0,0.633,2.7,3.2,5.8,0.7,0.5,2.9,1.4,2.8,7.8,,8.02
0,John Jenkins,2009-10,Vanderbilt,SEC,31,7,23.1,3.5,7.5,0.468,1.2,2.7,0.44,2.3,4.8,0.483,1.5,1.9,0.8,0.3,2.0,2.2,1.0,0.5,0.2,0.7,1.2,10.9,,7.86
1,John Jenkins,2010-11,Vanderbilt,SEC,32,32,34.5,5.9,12.8,0.462,2.8,5.2,0.542,3.1,7.7,0.408,4.5,5.0,0.894,0.5,2.4,3.0,1.2,0.8,0.3,1.6,1.4,19.5,,6.86
2,John Jenkins,2011-12,Vanderbilt,SEC,35,35,33.6,6.2,13.1,0.474,2.4,4.4,0.542,3.8,8.7,0.439,3.7,4.4,0.8370000000000001,0.5,2.4,2.9,1.2,0.8,0.3,1.6,1.2,19.9,,8.04
0,Jared Cunningham,2009-10,Oregon State,Pac-10,32,19,19.1,2.0,4.0,0.512,1.8,3.3,0.547,0.2,0.7,0.33299999999999996,1.9,2.6,0.747,0.8,1.2,2.0,0.9,1.3,0.1,2.3,2.6,6.2,,5.79
1,Jared Cunningham,2010-11,Oregon State,Pac-10,30,29,29.2,3.9,8.9,0.4370000000000001,3.0,6.4,0.466,0.9,2.5,0.36,5.5,7.1,0.779,1.1,2.0,3.1,2.1,2.8,0.2,2.5,2.6,14.2,,5.03
2,Jared Cunningham,2011-12,Oregon State,Pac-12,36,35,34.6,5.5,12.2,0.45,4.1,8.1,0.507,1.4,4.1,0.33799999999999997,5.5,7.5,0.737,1.0,2.8,3.8,2.8,2.5,0.4,2.8,2.4,17.9,,3.38
0,Tony Wroten,2011-12,Washington,Pac-12,35,27,30.3,5.7,12.8,0.443,5.4,11.2,0.483,0.3,1.6,0.161,4.4,7.5,0.583,2.3,2.7,5.0,3.7,1.9,0.4,3.8,2.7,16.0,,5.27
0,Miles Plumlee,2008-09,Duke,ACC,24,2,6.9,0.8,1.6,0.474,0.8,1.6,0.474,0.0,0.0,,0.3,0.5,0.545,0.5,0.9,1.4,0.0,0.2,0.5,0.8,1.5,1.8,,9.07
1,Miles Plumlee,2009-10,Duke,ACC,40,24,16.4,2.1,3.7,0.561,2.1,3.7,0.5579999999999999,0.0,0.0,1.0,1.0,1.5,0.6609999999999999,1.6,3.3,4.9,0.3,0.5,0.7,1.1,2.6,5.2,,9.21
2,Miles Plumlee,2010-11,Duke,ACC,37,16,16.7,1.9,3.7,0.522,1.9,3.7,0.522,0.0,0.0,,0.9,1.5,0.593,1.9,2.9,4.8,0.4,0.5,0.5,0.9,2.4,4.8,,8.32
3,Miles Plumlee,2011-12,Duke,ACC,34,16,20.5,2.6,4.3,0.61,2.6,4.3,0.61,0.0,0.0,,1.4,2.2,0.632,2.9,4.2,7.1,0.5,0.5,0.9,1.2,2.3,6.6,,8.4
0,Arnett Moultrie,2008-09,UTEP,CUSA,37,34,26.8,3.5,7.0,0.502,3.2,5.9,0.541,0.3,1.1,0.282,1.5,2.7,0.535,3.3,4.9,8.2,0.6,0.8,0.9,1.7,2.6,8.8,,3.21
1,Arnett Moultrie,2009-10,UTEP,CUSA,33,33,28.9,4.0,8.4,0.475,3.7,7.2,0.517,0.3,1.2,0.225,1.6,2.5,0.6509999999999999,2.0,4.7,6.7,1.2,1.4,0.8,2.1,2.2,9.8,,1.96
2,Arnett Moultrie,2011-12,Mississippi State,SEC,30,30,35.8,6.0,10.9,0.5489999999999999,5.7,10.3,0.555,0.3,0.6,0.444,4.1,5.3,0.78,3.7,6.8,10.5,1.2,0.8,0.8,2.4,2.2,16.4,,4.86
0,Perry Jones,2010-11,Baylor,Big 12,30,29,33.9,5.4,9.8,0.5489999999999999,5.3,9.5,0.561,0.1,0.3,0.2,3.0,4.6,0.664,2.6,4.5,7.2,1.2,0.5,0.9,2.3,2.4,13.9,,4.8
1,Perry Jones,2011-12,Baylor,Big 12,33,33,30.7,5.5,11.0,0.5,5.2,10.0,0.52,0.3,1.0,0.303,2.2,3.1,0.696,2.7,4.9,7.6,1.3,0.8,0.6,1.7,2.3,13.5,,8.03
0,Marquis Teague,2011-12,Kentucky,SEC,40,40,32.6,3.6,8.8,0.412,3.0,6.8,0.438,0.7,2.0,0.325,2.1,3.0,0.7140000000000001,0.4,2.1,2.5,4.8,0.9,0.3,2.7,2.3,10.0,,7.93
0,Bradley Beal,2011-12,Florida,SEC,37,37,34.2,4.7,10.6,0.445,3.0,5.6,0.541,1.7,5.0,0.33899999999999997,3.6,4.7,0.769,1.4,5.4,6.7,2.2,1.4,0.8,2.1,2.1,14.8,,7.33
0,Festus Ezeli,2008-09,Vanderbilt,SEC,29,6,12.4,1.4,2.6,0.547,1.4,2.6,0.547,0.0,0.0,,1.0,1.9,0.509,1.0,1.6,2.6,0.0,0.1,0.8,1.5,2.0,3.8,,3.81
1,Festus Ezeli,2009-10,Vanderbilt,SEC,32,5,12.7,1.5,2.8,0.544,1.5,2.8,0.544,0.0,0.0,,0.7,1.8,0.373,0.9,2.3,3.2,0.1,0.2,1.3,1.1,2.2,3.8,,7.86
2,Festus Ezeli,2010-11,Vanderbilt,SEC,34,34,23.5,4.4,7.6,0.588,4.4,7.6,0.588,0.0,0.0,,4.1,6.4,0.648,2.8,3.5,6.3,0.2,0.6,2.6,1.8,3.1,13.0,,6.86
3,Festus Ezeli,2011-12,Vanderbilt,SEC,26,22,23.2,3.4,6.3,0.539,3.4,6.3,0.539,0.0,0.0,,3.2,5.3,0.604,2.4,3.5,5.9,0.3,0.4,2.0,2.2,3.2,10.1,,8.04
0,Jeff Taylor,2008-09,Vanderbilt,SEC,31,31,26.0,4.4,8.7,0.502,4.1,7.4,0.552,0.3,1.3,0.22,3.1,4.5,0.691,2.6,3.5,6.2,1.7,0.9,0.4,2.2,2.5,12.2,,3.81
1,Jeff Taylor,2009-10,Vanderbilt,SEC,33,33,26.8,4.5,9.1,0.493,4.5,8.8,0.509,0.0,0.3,0.091,4.3,5.7,0.746,1.9,3.3,5.2,1.7,1.1,0.4,2.2,2.6,13.3,,7.86
2,Jeff Taylor,2010-11,Vanderbilt,SEC,34,33,31.7,5.0,11.2,0.449,3.9,7.9,0.493,1.1,3.3,0.345,3.5,4.9,0.7190000000000001,1.7,3.9,5.5,2.4,1.0,0.6,2.6,2.4,14.7,,6.86
3,Jeff Taylor,2011-12,Vanderbilt,SEC,36,36,32.1,5.8,11.8,0.493,4.0,7.5,0.5329999999999999,1.8,4.3,0.423,2.6,4.4,0.605,2.1,3.4,5.6,1.7,1.3,0.4,2.2,1.9,16.1,,8.04
0,Bernard James,2010-11,Florida State,ACC,34,22,21.1,3.4,5.2,0.657,3.4,5.2,0.657,0.0,0.0,,1.7,3.4,0.504,2.2,3.7,5.9,0.2,0.9,2.4,1.5,1.6,8.6,,6.45
1,Bernard James,2011-12,Florida State,ACC,35,35,28.0,4.5,7.4,0.606,4.5,7.4,0.606,0.0,0.0,,1.8,3.3,0.552,3.1,5.0,8.1,0.5,0.7,2.3,2.1,1.9,10.8,,7.62
0,Jae Crowder,2010-11,Marquette,Big East,37,17,27.6,4.3,8.8,0.485,3.1,5.6,0.555,1.1,3.2,0.359,2.1,3.4,0.616,2.2,4.5,6.8,1.6,1.3,0.9,0.8,2.3,11.8,,8.51
1,Jae Crowder,2011-12,Marquette,Big East,35,35,32.9,6.2,12.5,0.498,4.5,7.4,0.602,1.7,5.1,0.345,3.4,4.6,0.735,2.0,6.4,8.4,2.1,2.5,1.0,1.3,2.7,17.5,,7.5
0,Draymond Green,2008-09,Michigan State,Big Ten,37,0,11.4,1.2,2.2,0.556,1.2,2.2,0.563,0.0,0.0,0.0,0.9,1.4,0.615,1.1,2.2,3.3,0.8,0.6,0.2,0.6,1.8,3.3,,9.37
1,Draymond Green,2009-10,Michigan State,Big Ten,37,3,25.5,3.8,7.2,0.525,3.7,6.7,0.55,0.1,0.4,0.125,2.3,3.5,0.672,2.2,5.5,7.7,3.0,1.2,0.9,1.7,3.0,9.9,,8.17
2,Draymond Green,2010-11,Michigan State,Big Ten,34,27,30.1,4.3,10.1,0.426,3.2,7.2,0.451,1.1,3.0,0.366,2.9,4.2,0.6829999999999999,2.5,6.2,8.6,4.1,1.8,1.1,2.3,3.4,12.6,,11.67
3,Draymond Green,2011-12,Michigan State,Big Ten,37,36,33.2,5.7,12.8,0.449,4.3,9.1,0.473,1.4,3.6,0.388,3.4,4.7,0.723,2.1,8.5,10.6,3.8,1.5,0.9,3.0,2.8,16.2,,9.82
0,Orlando Johnson,2007-08,Loyola Marymount,WCC,31,30,26.0,4.3,10.4,0.41200000000000003,3.0,6.4,0.47,1.3,4.0,0.32,2.5,3.9,0.642,2.1,2.8,4.9,2.1,0.6,0.4,2.6,2.6,12.4,,-0.05
1,Orlando Johnson,2009-10,UCSB,Big West,30,29,31.3,5.9,12.2,0.48100000000000004,4.3,8.3,0.52,1.5,3.9,0.397,4.7,6.7,0.703,1.9,3.5,5.4,2.3,0.7,0.6,2.7,2.4,18.0,,-1.09
2,Orlando Johnson,2010-11,UCSB,Big West,32,32,33.3,6.9,14.6,0.475,4.9,9.5,0.513,2.1,5.1,0.405,5.1,6.4,0.804,1.5,4.7,6.2,2.9,1.2,0.5,2.7,2.1,21.1,,0.12
3,Orlando Johnson,2011-12,UCSB,Big West,31,31,34.4,6.7,14.8,0.451,4.4,9.5,0.46399999999999997,2.3,5.3,0.4270000000000001,4.1,5.9,0.698,1.7,4.1,5.8,2.9,1.1,0.7,2.5,1.8,19.7,,-1.38
0,Quincy Acy,2008-09,Baylor,Big 12,34,10,16.4,2.1,3.2,0.655,2.1,3.2,0.655,0.0,0.0,,1.2,2.1,0.569,1.4,2.2,3.6,0.3,0.6,1.0,1.0,2.2,5.4,,7.93
1,Quincy Acy,2009-10,Baylor,Big 12,36,0,23.3,3.8,5.4,0.6970000000000001,3.8,5.4,0.6970000000000001,0.0,0.0,,1.8,2.4,0.716,1.8,3.3,5.1,0.3,0.5,0.8,1.3,2.3,9.3,,8.03
2,Quincy Acy,2010-11,Baylor,Big 12,31,18,31.0,4.4,8.3,0.535,4.4,8.2,0.539,0.0,0.1,0.0,3.6,5.2,0.685,2.8,4.8,7.6,0.9,0.9,1.5,2.1,2.5,12.4,,4.8
3,Quincy Acy,2011-12,Baylor,Big 12,38,38,29.7,4.2,7.2,0.5770000000000001,4.1,7.1,0.5760000000000001,0.1,0.1,0.6,3.6,4.6,0.782,2.6,4.8,7.4,1.0,0.9,1.8,1.9,3.1,12.0,,8.03
0,Quincy Miller,2011-12,Baylor,Big 12,37,35,24.4,3.7,8.4,0.447,3.1,6.5,0.475,0.6,1.9,0.348,2.5,3.1,0.816,1.5,3.5,4.9,1.4,0.7,0.6,1.8,1.9,10.6,,8.03
0,Khris Middleton,2009-10,Texas A&amp;M,Big 12,34,22,20.9,2.3,5.6,0.416,1.4,2.6,0.523,1.0,3.0,0.324,1.6,2.1,0.75,1.2,2.5,3.7,1.1,0.9,0.3,1.2,2.4,7.2,,9.8
1,Khris Middleton,2010-11,Texas A&amp;M,Big 12,33,33,29.6,4.8,10.7,0.45,3.6,7.4,0.49,1.2,3.3,0.361,3.5,4.5,0.784,1.9,3.3,5.2,2.8,1.2,0.1,2.7,2.1,14.3,,5.94
2,Khris Middleton,2011-12,Texas A&amp;M,Big 12,20,17,28.8,5.1,12.3,0.415,4.1,8.5,0.485,1.0,3.9,0.26,2.0,2.6,0.75,1.3,3.7,5.0,2.3,1.0,0.3,2.2,1.9,13.2,,6.54
0,Dion Waiters,2010-11,Syracuse,Big East,34,0,16.3,2.3,5.6,0.41100000000000003,1.5,3.1,0.47600000000000003,0.8,2.5,0.32899999999999996,1.1,1.4,0.813,0.4,1.2,1.6,1.5,1.1,0.1,0.9,1.4,6.6,,8.79
1,Dion Waiters,2011-12,Syracuse,Big East,37,0,24.1,4.6,9.6,0.47600000000000003,3.5,6.6,0.529,1.1,3.1,0.363,2.3,3.2,0.7290000000000001,0.5,1.8,2.3,2.5,1.8,0.3,1.3,1.9,12.6,,8.02
0,Will Barton,2010-11,Memphis,CUSA,35,25,30.6,4.8,11.1,0.428,3.7,6.9,0.527,1.1,4.2,0.265,1.7,2.4,0.6990000000000001,1.4,3.5,4.9,2.8,1.5,0.5,2.5,2.3,12.3,,3.14
1,Will Barton,2011-12,Memphis,CUSA,35,34,35.3,6.6,12.9,0.509,5.5,9.9,0.5589999999999999,1.1,3.1,0.34600000000000003,3.8,5.1,0.7490000000000001,2.0,6.0,8.0,2.9,1.4,0.7,2.1,2.1,18.0,,5.26
0,Tyshawn Taylor,2008-09,Kansas,Big 12,35,33,26.5,3.4,6.8,0.506,2.7,4.9,0.561,0.7,1.9,0.364,2.2,3.0,0.7240000000000001,0.3,1.9,2.2,3.0,1.1,0.2,2.4,2.3,9.7,,7.9
1,Tyshawn Taylor,2009-10,Kansas,Big 12,36,25,23.1,2.5,5.6,0.43799999999999994,1.9,4.1,0.47600000000000003,0.5,1.6,0.33899999999999997,1.8,2.4,0.716,0.5,1.9,2.4,3.4,1.3,0.2,1.7,2.2,7.2,,8.25
2,Tyshawn Taylor,2010-11,Kansas,Big 12,36,30,27.1,3.2,6.7,0.479,2.7,5.3,0.505,0.5,1.4,0.38,2.3,3.2,0.7190000000000001,0.3,1.6,1.9,4.6,1.0,0.3,2.7,1.9,9.3,,7.62
3,Tyshawn Taylor,2011-12,Kansas,Big 12,39,38,33.4,5.8,12.2,0.47700000000000004,4.3,8.3,0.522,1.5,3.9,0.382,3.5,5.1,0.688,0.2,2.1,2.3,4.8,1.3,0.2,3.5,2.0,16.6,,9.93
0,Doron Lamb,2010-11,Kentucky,SEC,38,14,28.4,4.2,8.5,0.4970000000000001,2.4,4.8,0.505,1.8,3.7,0.486,2.1,2.6,0.79,0.5,1.5,2.0,1.6,0.6,0.2,1.3,2.2,12.3,,8.91
1,Doron Lamb,2011-12,Kentucky,SEC,40,35,31.2,4.4,9.2,0.474,2.5,5.2,0.481,1.9,4.1,0.466,3.1,3.7,0.826,0.4,2.3,2.7,1.5,0.5,0.1,1.1,1.8,13.7,,7.93
0,Mike Scott,2007-08,Virginia,ACC,32,21,18.1,2.0,4.5,0.441,1.8,4.2,0.444,0.1,0.3,0.4,1.6,2.3,0.703,2.1,3.2,5.3,0.5,0.6,0.4,0.8,2.2,5.7,,5.63
1,Mike Scott,2008-09,Virginia,ACC,28,19,27.6,4.0,7.3,0.544,3.9,7.1,0.551,0.1,0.2,0.33299999999999996,2.3,3.0,0.741,3.4,4.0,7.4,0.8,0.9,0.3,1.8,2.4,10.3,,8.34
2,Mike Scott,2009-10,Virginia,ACC,28,25,27.4,5.1,10.1,0.505,5.0,9.9,0.507,0.1,0.3,0.429,1.6,2.3,0.7190000000000001,2.3,4.9,7.2,1.3,0.6,0.3,1.6,1.9,12.0,,6.93
3,Mike Scott,2010-11,Virginia,ACC,10,9,33.7,5.3,11.0,0.48200000000000004,5.2,10.9,0.47700000000000004,0.1,0.1,1.0,5.2,5.9,0.8809999999999999,3.8,6.4,10.2,1.6,0.3,0.7,2.4,1.6,15.9,,6.55
4,Mike Scott,2011-12,Virginia,ACC,32,32,31.2,6.7,11.9,0.563,6.5,11.3,0.5770000000000001,0.2,0.6,0.3,4.3,5.4,0.8079999999999999,2.2,6.1,8.3,1.2,0.7,0.5,2.1,1.8,18.0,,4.23
0,Kim English,2008-09,Missouri,Big 12,38,13,14.4,2.2,5.6,0.387,1.1,2.7,0.402,1.1,2.9,0.373,1.1,1.5,0.7240000000000001,0.5,1.1,1.6,1.1,0.5,0.1,1.0,1.4,6.5,,6.72
1,Kim English,2009-10,Missouri,Big 12,34,29,24.1,4.6,11.7,0.393,2.6,6.3,0.413,2.0,5.4,0.37,2.8,3.8,0.731,0.9,2.5,3.4,1.1,1.3,0.1,2.1,1.7,14.0,,6.36
2,Kim English,2010-11,Missouri,Big 12,34,29,25.6,3.1,8.5,0.366,1.6,4.4,0.365,1.5,4.2,0.366,2.3,3.1,0.726,0.5,2.6,3.1,2.0,1.2,0.3,2.0,1.7,10.0,,6.5
3,Kim English,2011-12,Missouri,Big 12,35,35,33.6,4.9,9.4,0.521,2.7,4.5,0.589,2.2,4.9,0.459,2.5,3.4,0.725,0.9,3.4,4.2,1.6,1.3,0.3,1.7,2.4,14.5,,5.68
0,Darius Miller,2008-09,Kentucky,SEC,36,2,21.2,1.8,4.5,0.41,1.3,3.0,0.449,0.5,1.5,0.33299999999999996,1.1,1.4,0.804,0.8,2.3,3.1,2.0,0.8,0.6,1.8,2.6,5.3,,4.82
1,Darius Miller,2009-10,Kentucky,SEC,38,32,21.2,2.3,5.7,0.4,1.1,2.3,0.494,1.1,3.4,0.336,0.8,1.0,0.795,0.9,1.6,2.5,1.5,0.6,0.6,0.9,1.9,6.5,,6.82
2,Darius Miller,2010-11,Kentucky,SEC,38,37,31.0,3.9,8.2,0.478,2.4,4.8,0.503,1.5,3.4,0.44299999999999995,1.5,1.8,0.853,1.3,3.2,4.6,1.7,0.8,1.1,1.5,2.6,10.9,,8.91
3,Darius Miller,2011-12,Kentucky,SEC,40,11,26.1,3.6,7.6,0.474,2.2,3.8,0.569,1.4,3.7,0.376,1.4,1.7,0.797,0.9,1.9,2.8,2.1,0.8,0.3,1.5,2.2,9.9,,7.93
0,Kevin Murphy,2008-09,Tennessee Tech,OVC,30,19,20.3,3.2,8.3,0.383,1.9,5.2,0.363,1.3,3.0,0.418,2.0,2.7,0.72,0.8,2.2,2.9,1.6,0.6,0.2,2.5,1.8,9.6,,-4.68
